"local"
"ALDEIA DIGITAL/249-E.M.DAMIAO-MEDEIROS-P5164-172.25.5.20"
"ALDEIA DIGITAL/249-GINASIO-A.MEDINA-P5142-172.25.5.19"
"ALDEIA DIGITAL/ACUDE-E.M.MARIO-VILANI-P5146-172.25.4.32"
"ALDEIA DIGITAL/ACUDE-E.M.PAULO-VI-P5151-172.25.4.35"
"ALDEIA DIGITAL/AÇUDE-PRAÇA-P5156-172.25.4.36"
"ALDEIA DIGITAL/AERO-C.E.SERGIPE-P5152-172.25.2.81"
"ALDEIA DIGITAL/AERO-KARTVR-P5084-172.25.2.77"
"ALDEIA DIGITAL/AERO-PTP-SEC-SERV.PUBLICO-COM-CAVIANA-172.25.1.201"
"ALDEIA DIGITAL/AERO-PTP-SEC.-SERV-PUBLICO-COM-AGUA-LIMPA-172.25.1.210"
"ALDEIA DIGITAL/AERO-SECRETARIA-S.PUBLICO-P5137-172.25.2.80"
"ALDEIA DIGITAL/AGUA-LIMPA-5021-PTP-RESERVATORIO-DE-AGUA-COM-SERV.PUBLICO-172.25.1.211"
"ALDEIA DIGITAL/AGUA-LIMPA-PRAÇA-RIO-APA-P5074-172.25.1.193"
"ALDEIA DIGITAL/AGUA-LIMPA-RESERVATORIO-DE-AGUA-P5170-172.25.1.192"
"ALDEIA DIGITAL/AGUA-LIMPA-RUA-VISCONDE-DO-RIO-BRANCO-P5070-172.25.1.182"
"ALDEIA DIGITAL/AMARAL-PEIXOTO-SWITCH-11-AMARAL-PEIXOTO-172.25.2.251"
"ALDEIA DIGITAL/AMARAL-PEIXOTO/SANTANDER-P5062-172.25.2.62"
"ALDEIA DIGITAL/AMARAL-PEIXOTO/SAO-JOAO-CASA-E-VIDEO-P5077-172.25.2.61"
"ALDEIA DIGITAL/AMARAL-PEIXOTO/SAO-JOAO-GATEWAY-P5104-172.25.2.60"
"ALDEIA DIGITAL/ATERRADO-5024-PTP-PMVR-COM-TIM-MORADA-DA-COLINA-172.25.1.206"
"ALDEIA DIGITAL/ATERRADO-5945-PTP-PMVR-COM-TIM-CEMITERIO-172.25.1.208"
"ALDEIA DIGITAL/ATERRADO-6083-PTP-PMVR-COM-TIM-RETIRO-172.25.1.202"
"ALDEIA DIGITAL/ATERRADO-CAIS-P5120-172.25.1.89"
"ALDEIA DIGITAL/ATERRADO-ESTADIO-CIDADANIA-P5163-172.25.1.92"
"ALDEIA DIGITAL/ATERRADO-PMVR-FRENTE-P5058-172.25.1.91"
"ALDEIA DIGITAL/ATERRADO-PREDIO-PMVR-P5125-172.25.1.90"
"ALDEIA DIGITAL/ATERRADO-SALA"
"ALDEIA DIGITAL/ATERRADO-SECRE-DE-MUNICI-SAUDE-P5120-172.25.1.89"
"ALDEIA DIGITAL/ATERRADO-SWITCH-08-ALDEIA-RACK-172.25.1.188"
"ALDEIA DIGITAL/ATERRADO-SWITCH-09-RADIOS-EPD-172.25.1.240"
"ALDEIA DIGITAL/BARREIRA-CRAVO-ROTATORIA-P5128-172.25.3.63"
"ALDEIA DIGITAL/BARREIRA-CRAVO-RUA-NICANOR-T.CARVALHO-P5166-172.25.3.24"
"ALDEIA DIGITAL/BEIRA-RIO-CAMPO-P-5078-172.25.4.16"
"ALDEIA DIGITAL/BEIRA-RIO-RUA-LARANJEIRAS-P5100-172.25.4.23"
"ALDEIA DIGITAL/BELA-VISTA-SWITCH-01-SAAE-BELA-VISTA-172.25.5.252"
"ALDEIA DIGITAL/BELO-HORIZONTE-E.M.CEARA-P5081-172.25.4.29"
"ALDEIA DIGITAL/BELO-HORIZONTE-E.M.FERNANDO-DE-NORONHA-P5130-172.25.4.11"
"ALDEIA DIGITAL/BELO-HORIZONTE-E.M.RUBENS-MACHADO-P5115-172.25.4.10"
"ALDEIA DIGITAL/BELO-HORIZONTE-FERNANDO-DE-NORONHA-5130-172.25.4.111"
"ALDEIA DIGITAL/BELVEDERE- RUA-G-GUIMARAES-P5088-172.25.2.24"
"ALDEIA DIGITAL/CAIERAS-RUA-DAVID-NASSER-P5059-172.25.3.152"
"ALDEIA DIGITAL/CAIERAS-RUA-E.M.MATO-GROSSO-P5109-172.25.3.150"
"ALDEIA DIGITAL/CAIERAS-RUA-NASCIMENTO-BRITO-P5094-172.25.3.151"
"ALDEIA DIGITAL/CANDELARIA-E-M-ENG-SERGIO ROCHA-P5055-172.25.1.219"
"ALDEIA DIGITAL/CANDELARIA-NO-RUA-LETICIA-P5057-172.25.1.118"
"ALDEIA DIGITAL/CANDELARIA-PTP-CANDELARIA-COM-CAVIANA-172.25.1.247"
"ALDEIA DIGITAL/CANDELARIA-RUA-A-P5075-172.25.1.125"
"ALDEIA DIGITAL/CANDELARIA-RUA-F1-P5066-172.25.1.56"
"ALDEIA DIGITAL/CANDELARIA-SWITCH-10-CANDELARIA-172.25.1.247"
"ALDEIA DIGITAL/CASA-DE-PEDRA-RUA-721-P5108-172.25.2.121"
"ALDEIA DIGITAL/COMERCIAL-ROTATORIA-COMERCIAL-P5071"
"ALDEIA DIGITAL/CONFORTO-RUA-2-P5080-172.25.5.8"
"ALDEIA DIGITAL/DOM-BOSCO-CRAS-P5155-172.25.3.153"
"ALDEIA DIGITAL/EUCALIPTAL-E-M-JOAO-HAASIS-P5148-172.25.5.9"
"ALDEIA DIGITAL/EUCALIPTAL-ESC-JULIO-CARUSO-P5122-172.25.5.7"
"ALDEIA DIGITAL/ILHA-PARQUE-P.JOAO-STREVA-P5060-172.25.3.90"
"ALDEIA DIGITAL/ILHA-SAO-JOAO-MINI-ESTADIO-ILHA-P5097-172.25.3.70"
"ALDEIA DIGITAL/ILHA-SAO-JOAO-POSTE-1-P5056-172.25.3.71"
"ALDEIA DIGITAL/JARDIM-AMALIA-ROTATORIA-R-MIGUEL-COUTO-P5116-172.25.2.24"
"ALDEIA DIGITAL/JARDIM-NORMANDIA-NO-PREDIO-P5135-172.25.2.28"
"ALDEIA DIGITAL/JARDIM-NORMANDIA-SANTA-HELENA-P5152-172.25.2.31"
"ALDEIA DIGITAL/LARANJAL-RODOVIARIA-P5744-172.25.5.25"
"ALDEIA DIGITAL/MORADA-DA-COLINA-TORRE-TIM-P4985-172.25.1.22"
"ALDEIA DIGITAL/MORADA-DA-COLINA-TORRE-TIM-P4997-172.25.1.20"
"ALDEIA DIGITAL/MORADA-DA-COLINA-TORRE-TIM-P5000-172.25.1.21"
"ALDEIA DIGITAL/PADRE-JOSIMO-PAINEL-FABRICA-DE-BOLAS-P4984-172.25.1.185"
"ALDEIA DIGITAL/PARQUE-DAS-ILHAS-PRAÇA-AYRTON-SENNA-P5113-172.25.3.79"
"ALDEIA DIGITAL/RETIRO-BEIRA-RIO-CAMPO-P5078-172.25.4.16"
"ALDEIA DIGITAL/RETIRO-BEIRA-RIO-POSTE-SUBIDA-JARAGUA-P5168-172.25.4.25"
"ALDEIA DIGITAL/RETIRO-BEIRA-RIO-RUA-LARANJEIRAS-P5100-172.25.4.23"
"ALDEIA DIGITAL/RETIRO-CEMITERIO-P4988-172.25.4.17"
"ALDEIA DIGITAL/RETIRO-CEMITERIO-P4998-172.25.4.18"
"ALDEIA DIGITAL/RETIRO-CEMITERIO-P5001-172.25.4.16"
"ALDEIA DIGITAL/RETIRO-E-M-AMAZONAS-P5112-172.25.4.7"
"ALDEIA DIGITAL/RETIRO-E-M-JOAO-PIO-P5165-172.25.4.8"
"ALDEIA DIGITAL/RETIRO-E-M-JOAOXXIII-P5139-172.25.4.59"
"ALDEIA DIGITAL/RETIRO-E-M-PARA-P5138-172.25.1.50"
"ALDEIA DIGITAL/RETIRO-MK-03-GOLF-RETIRO-741-742-172.25.4.233"
